CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Exited,Complain,Satisfaction Score,Card Type,Point Earned
15756070,Greenwood,585,Spain,Female,44,4, $-   ,2,0,1," $101,728.46 ",0,0,4,DIAMOND,762
15775116,Anderson,581,France,Male,31,3, $-   ,2,0,0," $89,040.61 ",0,0,3,PLATINUM,557
15575428,Mistry,682,Germany,Female,35,2," $117,438.92 ",2,1,1," $16,910.98 ",0,0,5,PLATINUM,348
15654074,Tuan,653,France,Male,38,8," $119,315.75 ",1,1,0," $150,468.35 ",0,0,3,SILVER,978
15695872,Fiorentini,712,France,Female,30,1," $89,571.59 ",1,1,1," $177,613.19 ",0,0,3,PLATINUM,567
15568885,Scott,620,Germany,Female,34,8," $102,251.57 ",1,1,0," $120,672.09 ",0,0,4,SILVER,663
15725036,Jideofor,709,France,Male,42,9," $118,546.71 ",1,0,1," $77,142.85 ",0,0,5,GOLD,503
15632665,Yevseyev,832,France,Male,61,2, $-   ,1,0,1," $127,804.66 ",1,1,2,DIAMOND,748
15571476,Kelly,635,Spain,Male,38,0," $103,257.14 ",1,0,0," $158,344.63 ",0,0,2,PLATINUM,537
15776850,Smith,749,Spain,Female,43,1," $124,209.02 ",1,1,1," $167,179.48 ",0,0,4,PLATINUM,608
15623649,Ogle,629,Spain,Male,32,3, $-   ,2,1,1," $15,404.64 ",0,0,1,SILVER,601
15751131,Moss,836,Spain,Female,41,7," $150,302.84 ",1,1,1," $156,036.19 ",0,0,2,DIAMOND,648
15688128,Loggia,542,Spain,Male,34,8," $108,653.93 ",1,0,1," $144,725.14 ",0,0,1,SILVER,522
15678412,Nwankwo,645,France,Female,45,8," $85,325.93 ",1,0,0," $22,558.74 ",0,0,3,DIAMOND,653
15770291,Allan,844,France,Female,29,8, $-   ,2,0,0," $147,342.03 ",0,0,3,PLATINUM,807
15583392,Woronoff,747,Germany,Male,37,9," $135,776.36 ",3,1,0," $85,470.45 ",1,1,4,PLATINUM,965
15690731,Wolfe,645,France,Male,40,6," $131,411.24 ",1,1,1," $194,656.11 ",0,0,4,SILVER,323
15697948,Henderson,752,Spain,Female,36,3, $-   ,2,1,1," $48,505.10 ",0,0,5,GOLD,784
15608328,Sutherland,760,Spain,Female,41,6, $-   ,2,0,0," $101,491.23 ",0,0,4,SILVER,873
15766378,Marsden,714,Germany,Female,45,9," $106,431.97 ",2,1,1," $164,117.69 ",0,0,5,DIAMOND,696
15600813,Hyde,717,France,Male,50,9," $90,305.76 ",1,1,1," $124,626.57 ",0,0,3,GOLD,404
15706217,Kao,645,Germany,Male,28,7," $117,466.03 ",2,1,1," $34,490.06 ",0,0,4,DIAMOND,554
15601417,T'ang,681,France,Male,32,3," $148,884.47 ",2,1,1," $90,967.37 ",0,0,5,DIAMOND,300
15610972,Crawford,681,Germany,Female,44,4," $91,115.76 ",2,0,0," $24,208.84 ",1,1,2,SILVER,356
15674620,Dilibe,679,Germany,Female,37,8," $77,373.87 ",2,0,1," $174,873.09 ",0,0,2,GOLD,720
15785350,Austin,528,Spain,Male,23,7," $104,744.89 ",1,1,0," $170,262.97 ",0,0,5,GOLD,517
15749119,Santiago,710,France,Female,31,3, $-   ,2,1,1," $112,289.06 ",0,0,2,SILVER,681
15756535,Chibugo,733,Germany,Male,39,5," $91,538.51 ",1,1,1," $93,783.00 ",0,0,3,PLATINUM,336
15700965,Toscano,724,France,Female,32,6, $-   ,2,1,1," $150,026.79 ",0,0,4,PLATINUM,480
15791851,Afanasyeva,726,France,Female,34,0," $185,734.75 ",1,1,1," $102,036.82 ",0,0,1,SILVER,691
15717156,Sokolov,520,France,Male,30,3," $143,396.54 ",2,1,1, $898.51 ,0,0,1,DIAMOND,605
15740846,Wei,556,France,Male,40,5," $125,909.85 ",1,1,1," $95,124.40 ",0,0,4,SILVER,280
15573284,Olisanugo,579,France,Female,45,2, $-   ,2,0,0," $11,514.39 ",0,0,2,SILVER,451
15729083,Gorman,674,France,Male,36,2," $154,525.70 ",1,0,1," $27,468.72 ",0,0,4,PLATINUM,945
15611612,Priestley,570,France,Female,29,0, $-   ,1,1,0," $37,092.43 ",0,0,1,SILVER,392
15694381,Lloyd,631,France,Male,51,8," $100,654.80 ",1,1,0," $171,587.90 ",0,0,4,SILVER,678
15651737,Salmond,623,Spain,Male,44,1," $83,325.77 ",1,0,1," $80,828.78 ",0,0,1,DIAMOND,525
15663168,MacDonald,665,France,Male,35,8," $110,934.54 ",1,1,0," $169,287.99 ",0,0,1,PLATINUM,487
15643426,Robertson,523,Spain,Female,36,8," $113,680.54 ",1,0,0," $13,197.44 ",0,0,5,PLATINUM,961
15618245,Chukwumaobim,706,Germany,Male,31,1," $117,020.08 ",2,1,0," $54,439.53 ",0,0,4,GOLD,401
15717527,Ifeanacho,619,France,Female,49,9," $145,359.99 ",1,1,0," $38,186.85 ",0,0,4,DIAMOND,468
15793478,Li Fonti,593,Germany,Female,39,8," $151,391.68 ",1,1,0," $27,274.60 ",1,1,2,SILVER,246
15642248,Ko,608,Spain,Male,66,8," $123,935.35 ",1,1,1," $65,758.19 ",0,0,5,PLATINUM,923
15640377,Goloubev,526,France,Female,36,0, $-   ,2,1,0," $97,767.63 ",0,0,2,PLATINUM,606
15723950,Kruglov,684,Spain,Male,40,2," $70,291.02 ",1,1,1," $115,468.84 ",1,1,5,DIAMOND,455
15590327,Liao,604,Germany,Female,42,10," $166,031.45 ",1,1,0," $98,293.14 ",0,0,1,DIAMOND,820
15706199,White,636,Germany,Male,36,6," $96,643.32 ",1,0,0," $182,059.28 ",0,0,2,DIAMOND,498
15671514,Sinclair,669,Spain,Female,33,8, $-   ,2,0,1," $128,538.05 ",0,0,1,PLATINUM,565
15727041,Fiorentini,624,France,Male,71,7, $-   ,2,1,1," $108,841.83 ",0,0,3,GOLD,666
15738063,Shen,631,France,Male,29,2, $-   ,2,1,1," $18,581.84 ",0,0,1,PLATINUM,821
15711733,Rapuokwu,753,France,Male,48,4, $-   ,2,0,1," $146,821.42 ",0,0,2,DIAMOND,933
15652320,Woronoff,588,France,Male,40,5, $-   ,2,0,0," $100,727.68 ",0,0,1,GOLD,394
15634180,Holden,729,Germany,Male,26,4," $97,268.10 ",2,1,0," $39,356.38 ",0,0,3,GOLD,309
15694566,Roberts,602,France,Female,42,10, $-   ,2,0,0," $169,921.11 ",1,1,2,DIAMOND,600
15726103,Tsou,689,Germany,Female,55,1," $76,296.81 ",1,1,0," $42,364.75 ",1,1,3,GOLD,908
15646351,Somerville,486,Spain,Male,27,7, $-   ,2,1,0," $28,823.04 ",0,0,4,SILVER,766
15730044,Greco,809,Germany,Female,42,6," $64,497.94 ",3,0,1," $182,436.81 ",1,1,5,PLATINUM,883
15795186,Leonard,562,France,Male,38,5, $-   ,1,1,0," $115,700.20 ",0,0,4,PLATINUM,814
15784890,McKenzie,763,Spain,Female,32,8, $-   ,2,1,0," $16,725.53 ",0,0,4,GOLD,490
15694125,McElhone,669,France,Male,57,5, $-   ,2,1,1," $56,875.76 ",0,0,1,GOLD,860
15565891,Dipietro,709,France,Male,39,8, $-   ,2,1,0," $56,214.09 ",0,0,3,GOLD,958
15674254,Kerr,554,Spain,Female,45,4, $-   ,2,1,1," $193,412.05 ",0,0,2,PLATINUM,957
15775206,Hunter,699,France,Male,37,10, $-   ,2,0,0," $83,263.04 ",0,0,1,DIAMOND,388
15797627,Niehaus,732,Spain,Male,54,0," $134,249.70 ",1,0,1," $13,404.40 ",0,0,4,PLATINUM,304
15649853,Craig,625,France,Female,45,3, $-   ,1,1,1," $184,474.15 ",1,1,5,GOLD,375
15610379,Barclay-Harvey,599,France,Male,30,9," $105,443.68 ",1,1,1," $121,124.53 ",0,0,3,DIAMOND,259
15659800,Teng,584,Spain,Female,50,1, $-   ,1,0,1," $152,567.75 ",1,1,2,SILVER,290
15716236,Milani,499,France,Male,35,10, $-   ,2,1,0," $10,722.54 ",0,0,1,GOLD,234
15672053,Mistry,526,Spain,Male,38,2, $-   ,2,0,0," $58,010.98 ",0,0,5,SILVER,708
15663933,Jamieson,625,Germany,Female,35,5," $86,147.46 ",2,1,0," $163,440.80 ",1,1,2,GOLD,240
15814236,Kay,537,Spain,Female,38,1," $96,939.06 ",1,1,1," $102,606.92 ",0,0,3,PLATINUM,942
15583597,Ikedinachukwu,696,Spain,Male,47,1," $106,758.60 ",1,1,1," $80,591.18 ",0,0,1,SILVER,962
15607395,Holt,679,France,Female,33,9," $112,528.65 ",2,1,0," $177,362.45 ",0,0,2,SILVER,362
15694556,Nkemakolam,684,France,Male,60,2," $116,563.58 ",1,1,0," $120,257.70 ",1,1,1,SILVER,969
15744109,Hartung,850,France,Male,32,4, $-   ,1,1,1," $180,622.02 ",0,0,2,GOLD,818
15800688,Ch'en,495,Spain,Female,42,7, $-   ,2,0,0," $130,404.53 ",0,0,3,GOLD,621
15810878,Baker,537,Spain,Female,38,6," $141,786.78 ",1,0,1," $147,797.54 ",0,0,2,GOLD,524
15587835,Osinachi,850,France,Male,41,3," $136,416.82 ",1,0,1," $57,844.26 ",0,0,2,GOLD,264
15763515,Shih,513,France,Male,30,5, $-   ,2,1,0," $162,523.66 ",0,0,2,DIAMOND,444
15725882,Feng,618,Germany,Female,40,1," $133,245.52 ",2,1,1," $54,495.82 ",0,0,1,SILVER,299
15788022,Sternberg,802,Germany,Female,41,4," $90,757.64 ",2,0,1," $169,183.66 ",0,0,5,PLATINUM,458
15663917,Adams,547,France,Male,43,1," $92,350.36 ",1,0,1," $80,262.91 ",0,0,1,DIAMOND,682
15656865,Gray,613,Germany,Male,69,9," $78,778.49 ",1,0,1," $8,751.59 ",0,0,2,GOLD,680
15667971,Shepherd,592,Germany,Female,34,6," $102,143.93 ",2,1,1," $102,628.98 ",0,0,2,GOLD,962
15800366,Walton,546,France,Male,29,5, $-   ,1,1,1," $94,823.95 ",0,0,4,GOLD,986
15717231,Yang,721,Germany,Male,37,4," $98,459.60 ",1,0,0," $90,821.66 ",0,0,3,GOLD,559
15643188,Barnett,671,Germany,Female,47,7," $114,603.76 ",2,1,0," $153,194.32 ",1,1,4,SILVER,499
15671351,Romani,624,Spain,Male,35,2, $-   ,2,1,0," $87,310.59 ",0,0,2,PLATINUM,565
15573628,Greene,751,Germany,Female,51,7," $148,074.79 ",1,1,0," $146,411.41 ",1,1,5,SILVER,518
15698953,Hart,636,Spain,Male,36,1, $-   ,3,1,1," $74,048.10 ",1,1,5,DIAMOND,244
15753888,Johnston,607,Spain,Female,62,8," $108,004.64 ",1,1,1," $23,386.77 ",1,1,5,GOLD,271
15737961,Miller,509,Germany,Female,29,0," $107,712.57 ",2,1,1," $92,898.17 ",0,0,2,SILVER,831
15801701,Robson,653,Spain,Male,35,9, $-   ,2,1,1," $45,956.05 ",0,0,4,GOLD,441
15684419,Wallace,709,Spain,Female,37,8, $-   ,3,1,0," $71,738.56 ",0,0,5,PLATINUM,277
15794266,Cross,559,France,Male,32,9," $145,303.52 ",1,1,0," $103,560.98 ",0,0,2,PLATINUM,450
15810711,Marcum,684,Germany,Male,37,4," $138,476.41 ",2,1,1," $52,367.29 ",0,0,3,SILVER,369
15771270,North,635,France,Female,27,8," $127,471.56 ",1,1,1," $152,916.05 ",1,1,5,DIAMOND,476
15607786,Mao,709,France,Male,26,6," $156,551.63 ",1,0,1," $4,410.77 ",0,0,1,DIAMOND,772
15624519,Calabrese,656,Germany,Female,49,9," $97,092.87 ",1,1,0," $74,771.22 ",1,1,4,GOLD,891
15799910,Martin,793,France,Male,32,2, $-   ,2,1,0," $193,817.63 ",1,1,2,DIAMOND,442
15602479,Fleming,609,Spain,Male,37,5," $129,312.79 ",1,1,1," $26,793.82 ",0,0,3,PLATINUM,922
15617419,Roberts,618,Germany,Female,29,10," $100,315.10 ",2,1,1," $32,526.64 ",0,0,1,SILVER,812
15657603,Finch,850,France,Female,35,6," $81,684.97 ",1,1,0, $824.00 ,0,0,5,SILVER,576
15570379,Whitelegge,669,Spain,Male,51,3," $88,827.53 ",1,0,0," $85,250.77 ",1,1,3,DIAMOND,612
15772996,Rooke,594,Germany,Male,40,0," $152,092.44 ",2,1,1," $83,508.93 ",0,0,5,DIAMOND,373
15729574,Lu,616,Spain,Male,71,4, $-   ,2,1,1," $173,599.38 ",0,0,5,GOLD,954
15737267,Marcelo,676,France,Female,49,1, $-   ,1,1,0," $79,342.31 ",1,1,3,PLATINUM,850
15799128,Matthews,608,Spain,Female,38,9," $102,406.76 ",1,0,1," $57,600.66 ",0,0,3,SILVER,516
15813327,Romani,710,France,Male,21,4," $109,130.96 ",2,1,1," $56,191.99 ",0,0,5,SILVER,627
15711921,Scott,695,France,Male,29,5, $-   ,2,1,1," $6,770.44 ",0,0,3,GOLD,748
15654300,Mao,530,Germany,Male,33,9," $75,242.28 ",1,0,1," $101,694.67 ",0,0,4,SILVER,273
15569945,Horsley,509,Spain,Male,29,1, $-   ,2,1,0," $69,113.14 ",0,0,2,DIAMOND,321
15569666,Goddard,517,France,Female,45,4, $-   ,1,0,0," $172,674.36 ",1,1,3,SILVER,296
15681887,Eskridge,758,Germany,Male,33,0," $129,142.54 ",2,1,1," $26,606.28 ",0,0,5,DIAMOND,464
15608873,Smith,665,France,Male,51,2, $-   ,1,0,0," $53,353.36 ",0,0,1,GOLD,434
15762091,Simpson,631,Germany,Female,22,6," $139,129.92 ",1,1,1," $63,747.51 ",0,0,1,GOLD,357
15722053,Oguejiofor,576,Spain,Male,33,3, $-   ,2,0,1," $190,112.05 ",0,0,5,PLATINUM,334
15782100,Holloway,544,Spain,Male,22,3," $66,483.32 ",1,0,1," $110,317.39 ",0,0,2,SILVER,370
15765300,L?,596,Germany,Male,40,5," $62,389.03 ",3,1,0," $148,623.43 ",1,1,5,GOLD,791
15743570,Feng,481,France,Female,34,5, $-   ,2,1,1," $125,253.46 ",0,0,4,PLATINUM,848
15608541,Claiborne,498,France,Male,46,1," $91,857.66 ",1,1,0," $101,954.78 ",1,1,5,GOLD,660
15750671,Egobudike,512,Spain,Male,31,6, $-   ,2,1,0," $168,462.26 ",0,0,1,SILVER,264
15813659,Folliero,594,France,Female,56,7, $-   ,1,1,0," $26,215.85 ",1,1,5,SILVER,709
15757867,Bray,570,France,Female,30,10," $176,173.52 ",1,1,0," $97,045.32 ",1,1,2,GOLD,539
15652914,Ibrahimov,721,Spain,Male,38,7, $-   ,1,0,1," $53,534.80 ",0,0,3,GOLD,932
15723818,Carpenter,453,France,Female,37,4," $131,834.76 ",2,1,0," $8,949.20 ",0,0,5,DIAMOND,549
15713819,Walsh,562,France,Male,48,3," $92,347.96 ",1,1,1," $163,116.75 ",0,0,1,DIAMOND,876
15656484,Woods,682,France,Male,40,4, $-   ,2,1,1," $140,745.91 ",0,0,5,SILVER,819
15778515,Wu,748,France,Male,40,3," $95,297.11 ",1,0,0," $171,515.84 ",0,0,4,GOLD,667
15803840,Forbes,729,France,Female,32,9, $-   ,2,0,0," $150,803.44 ",0,0,4,GOLD,282
15735339,Lynch,663,France,Male,39,4, $-   ,1,1,0," $76,884.05 ",0,0,1,DIAMOND,900
15600392,Amaechi,735,France,Female,53,8," $123,845.36 ",2,0,1," $170,454.93 ",1,1,5,DIAMOND,415
15625740,Enriquez,627,Germany,Male,62,3," $143,426.34 ",2,1,1," $143,104.30 ",0,0,4,DIAMOND,875
15663817,Y?an,713,France,Male,46,5, $-   ,1,1,1," $55,701.62 ",0,0,5,GOLD,961
15734461,Brooks,562,Germany,Male,31,2," $112,708.20 ",1,0,1," $186,370.30 ",0,0,5,SILVER,249
15780142,Wang,632,France,Male,43,2," $100,013.51 ",1,1,0," $24,275.32 ",0,0,5,SILVER,839
15709920,Burke,479,France,Female,33,2," $208,165.53 ",1,0,0," $50,774.81 ",1,1,5,PLATINUM,765
15684248,Meng,658,Spain,Male,21,7, $-   ,2,0,1," $154,279.87 ",0,0,4,SILVER,653
15643158,Chiganu,598,France,Female,40,9, $-   ,1,1,0," $68,462.59 ",1,1,3,DIAMOND,324
15693902,Hunt,597,France,Male,19,2, $-   ,2,1,1," $91,036.74 ",0,0,3,GOLD,270
15578307,Lucchese,512,France,Female,33,6," $121,685.31 ",2,1,1," $83,681.97 ",0,0,4,GOLD,973
15585379,Humphries,704,France,Male,39,2," $111,525.02 ",1,1,0," $199,484.96 ",0,0,4,SILVER,368
15758510,Frolova,474,France,Male,26,6, $-   ,2,0,0," $152,491.22 ",0,0,3,PLATINUM,316
15692918,Hsing,604,Germany,Male,36,10," $113,546.30 ",1,1,1," $134,875.37 ",0,0,1,DIAMOND,582
15705301,Parkes,683,France,Male,41,6," $95,696.52 ",2,1,1," $184,366.14 ",0,0,5,GOLD,459
15718231,Gregory,537,France,Male,28,0," $88,963.31 ",2,1,1," $189,839.93 ",0,0,5,SILVER,561
15567991,Obiuto,794,Spain,Male,31,0," $144,880.34 ",2,0,1," $175,643.44 ",0,0,3,PLATINUM,542
15772650,Longo,732,France,Male,55,9," $136,576.02 ",1,0,1," $3,268.17 ",1,1,2,PLATINUM,443
15574795,Lombardo,495,France,Female,38,2," $63,093.01 ",1,1,1," $47,089.72 ",0,0,3,PLATINUM,850
15706036,Lombardo,552,Germany,Male,38,10," $132,271.12 ",2,1,1," $46,562.02 ",0,0,1,PLATINUM,925
15723856,Gonzalez,602,France,Female,29,3," $88,814.40 ",2,1,1," $62,487.97 ",0,0,3,SILVER,241
15812920,Nwabugwu,607,Germany,Male,40,5," $90,594.55 ",1,0,1," $181,598.25 ",0,0,4,DIAMOND,762
15691287,Ford,675,Germany,Female,33,0," $141,816.25 ",1,1,0," $64,815.05 ",1,1,4,GOLD,290
15804797,Gilleland,443,France,Female,54,3," $138,547.97 ",1,1,1," $70,196.23 ",1,1,1,DIAMOND,493
15708650,Fullwood,727,France,Female,31,2," $52,192.08 ",2,0,1," $160,383.47 ",0,0,2,DIAMOND,759
15712777,Kao,482,France,Male,38,4," $124,976.19 ",1,1,0," $35,848.12 ",0,0,1,PLATINUM,813
15786469,Montalvo,686,France,Female,34,1, $-   ,2,1,0," $87,278.48 ",0,0,2,DIAMOND,980
15669219,Wilson,588,Germany,Male,35,3," $104,356.38 ",1,1,0," $94,498.82 ",0,0,5,GOLD,885
15641004,Doyne,605,Spain,Female,48,10," $150,315.92 ",1,0,1," $133,486.36 ",0,0,4,GOLD,653
15648067,Onwuamaeze,583,France,Male,39,1," $129,299.28 ",2,1,0," $73,107.60 ",0,0,1,DIAMOND,378
15704014,K'ung,738,Germany,Male,37,7," $140,950.92 ",2,1,0," $195,333.98 ",0,0,5,SILVER,865
15645136,O'Donnell,744,Spain,Male,30,1," $128,065.12 ",1,1,0," $121,525.48 ",0,0,2,PLATINUM,607
15709604,McMillan,781,France,Male,23,2," $107,433.48 ",1,1,0," $173,843.21 ",0,0,5,SILVER,815
15713637,Chinedum,699,France,Male,34,2," $117,468.67 ",1,1,0," $185,227.42 ",0,0,5,GOLD,825
15793901,Capon,639,France,Female,27,2, $-   ,2,0,0," $125,244.18 ",0,0,3,PLATINUM,541
15569759,Rawling,583,France,Female,27,4, $-   ,3,1,0," $163,113.41 ",0,0,1,DIAMOND,484
15712930,Duncan,587,France,Male,42,1, $-   ,1,0,0," $123,006.91 ",0,0,5,PLATINUM,727
15586504,Trevisani,694,France,Male,40,9, $-   ,2,1,0," $40,463.03 ",0,0,2,PLATINUM,400
15677317,Ankudinova,570,France,Female,29,4," $153,040.03 ",1,1,1," $131,363.57 ",1,1,3,SILVER,762
15664270,Balsillie,692,Germany,Male,45,6," $142,084.04 ",4,1,0," $188,305.85 ",1,1,5,DIAMOND,322
15731519,Kerr,511,France,Female,30,5, $-   ,2,1,0," $143,994.86 ",0,0,4,SILVER,248
15745623,Worsnop,788,France,Male,32,4," $112,079.58 ",1,0,0," $89,368.59 ",0,0,1,SILVER,645
15813862,Yevseyev,526,Spain,Male,66,7," $132,044.60 ",2,1,1," $158,365.89 ",0,0,4,PLATINUM,789
15641934,Manna,749,Spain,Female,46,9," $66,582.81 ",1,1,0," $78,753.12 ",1,1,1,PLATINUM,968
15713043,Siciliani,691,France,Female,33,6, $-   ,2,1,1," $100,408.31 ",0,0,2,DIAMOND,467
15700749,Powell,481,France,Female,39,6, $-   ,1,1,1," $24,677.54 ",0,0,3,GOLD,953
15697567,Bazarova,752,France,Male,33,4, $-   ,2,1,1," $39,570.78 ",0,0,2,SILVER,409
15715414,White,658,France,Female,38,6," $102,895.10 ",1,0,0," $155,665.76 ",0,0,1,SILVER,843
15639530,Buda,679,Spain,Male,42,2, $-   ,1,1,1," $168,294.27 ",0,0,2,GOLD,501
15726058,Cattaneo,754,Germany,Male,27,7," $117,578.35 ",2,0,1," $87,908.01 ",0,0,2,DIAMOND,662
15725665,Lo,679,France,Male,47,10," $198,546.10 ",2,1,0," $191,198.92 ",1,1,5,SILVER,694
15698872,Brown,633,Spain,Female,39,2, $-   ,2,0,0," $191,207.03 ",0,0,1,PLATINUM,846
15812184,Rose,674,France,Female,31,1, $-   ,1,1,0," $128,954.05 ",0,0,2,SILVER,778
15742609,Lombardo,600,Germany,Male,28,2," $116,623.31 ",1,0,1," $59,905.29 ",0,0,1,DIAMOND,589
15815043,McMillan,645,Spain,Male,49,8, $-   ,2,1,0," $162,012.60 ",0,0,4,DIAMOND,503
15640648,Howe,698,France,Male,36,6, $-   ,2,0,1," $19,231.98 ",0,0,5,PLATINUM,698
15627203,Hsu,508,Spain,Male,54,10, $-   ,1,1,1," $175,749.36 ",0,0,3,GOLD,661
15786196,Han,555,France,Female,44,3," $105,770.70 ",3,1,0," $60,533.96 ",1,1,4,DIAMOND,902
15612095,Calabrese,751,France,Female,48,9, $-   ,1,1,0," $137,508.42 ",1,1,3,SILVER,702
15674368,Riley,738,France,Female,39,1," $94,435.45 ",2,0,1," $189,430.86 ",0,0,5,SILVER,474
15783477,Biryukov,706,Germany,Female,39,8," $112,889.91 ",1,0,1," $6,723.66 ",0,0,5,DIAMOND,727
15757559,Broadhurst,595,France,Female,53,7, $-   ,2,1,0," $41,371.68 ",1,1,3,DIAMOND,327
15591036,Genovesi,577,Germany,Female,43,3," $127,940.47 ",1,0,0," $125,140.72 ",1,1,3,SILVER,839
15761241,Hsieh,578,Germany,Female,36,8," $129,745.10 ",1,1,1," $143,683.75 ",0,0,2,DIAMOND,594
15695078,Kemp,699,France,Male,32,3, $-   ,2,1,1," $170,770.44 ",0,0,1,GOLD,221
15645744,Chukwudi,826,France,Female,30,5, $-   ,2,0,1," $157,397.57 ",0,0,1,SILVER,342
15566988,Iqbal,656,Germany,Female,46,7," $141,535.52 ",1,1,0," $50,595.15 ",1,1,1,GOLD,806
15749300,Teng,556,France,Female,47,2," $139,914.27 ",1,1,1," $50,390.98 ",0,0,1,SILVER,522
15594340,Tao,569,France,Male,41,4," $120,243.49 ",1,1,0," $163,150.03 ",1,1,5,PLATINUM,399
15607065,Chinedum,765,France,Male,34,9," $91,835.16 ",1,0,0," $138,280.17 ",0,0,1,PLATINUM,843
15778089,Stevenson,544,Spain,Male,37,2, $-   ,2,0,0," $135,067.02 ",0,0,5,DIAMOND,322
15773723,Duncan,588,Spain,Female,22,9," $67,178.19 ",1,1,1," $163,534.75 ",1,1,2,SILVER,728
15697035,Garrett,740,Spain,Female,31,8, $-   ,2,0,0," $86,657.48 ",0,0,1,GOLD,814
15679668,Yao,850,Spain,Male,38,7," $115,378.94 ",1,0,1," $162,087.82 ",0,0,3,DIAMOND,348
15709861,He,766,Germany,Male,30,4," $127,786.28 ",2,1,1," $28,879.30 ",0,0,1,SILVER,491
15791958,Mazzi,849,France,Female,41,6, $-   ,2,1,1," $169,203.51 ",1,1,1,DIAMOND,618
15791030,Edwards,612,France,Female,33,0," $64,900.32 ",2,1,0," $102,426.12 ",0,0,3,PLATINUM,955
15695339,Lucchesi,517,Germany,Male,53,0," $109,172.88 ",1,1,0," $54,676.10 ",1,1,4,GOLD,547
15658813,Siciliani,645,France,Female,55,7, $-   ,2,1,1," $18,369.33 ",0,0,2,GOLD,971
15715709,Shih,696,Germany,Male,43,4," $114,091.38 ",1,0,1," $159,888.10 ",0,0,3,DIAMOND,492
15722533,Logue,716,France,Female,40,3, $-   ,2,0,1," $167,636.15 ",0,0,2,DIAMOND,910
15683118,Rechner,590,France,Male,32,9, $-   ,2,1,0," $138,889.15 ",0,0,1,SILVER,452
15672798,O'Brien,656,France,Female,45,7," $145,933.27 ",1,1,1," $199,392.14 ",0,0,1,PLATINUM,409
15680112,Stewart,473,Germany,Female,35,7," $131,504.73 ",1,1,0," $189,560.43 ",0,0,5,DIAMOND,852
15714575,Batt,742,Germany,Female,44,8," $107,926.02 ",1,0,1," $17,375.27 ",1,1,1,DIAMOND,696
15806808,Hope,834,Germany,Female,57,8," $112,281.60 ",3,1,0," $140,225.14 ",1,1,3,GOLD,597
15590637,Ahmed,721,France,Male,41,7, $-   ,2,0,1," $61,018.85 ",0,0,1,SILVER,453
15657535,Pearson,590,Spain,Male,29,10, $-   ,1,1,1," $51,907.72 ",1,1,1,GOLD,523
15696141,Kruglov,516,Spain,Female,31,7, $-   ,1,1,0," $47,018.75 ",0,0,2,GOLD,326
15811947,Gordon,850,France,Male,33,0," $124,781.67 ",1,0,1," $33,700.52 ",0,0,3,DIAMOND,357
15649024,Trujillo,748,France,Female,39,9," $132,865.56 ",1,1,1," $59,636.43 ",1,1,2,DIAMOND,756
15594928,Pagnotto,798,Germany,Female,38,4," $129,055.13 ",1,1,0," $157,147.59 ",0,0,2,GOLD,879
15765532,Horton,612,Germany,Male,76,6," $96,166.88 ",1,1,1," $191,393.26 ",0,0,5,DIAMOND,693
15741719,DeRose,540,France,Female,40,3," $165,298.12 ",1,0,1," $199,862.75 ",0,0,4,GOLD,656
15665629,Chiang,719,Spain,Female,33,7, $-   ,2,1,0," $20,016.59 ",0,0,5,GOLD,282
15728917,Gill,598,France,Male,48,6," $120,682.53 ",1,1,0," $30,635.52 ",1,1,2,GOLD,675
15762993,Trevisano,796,Spain,Male,32,5," $102,773.15 ",2,0,1," $117,832.88 ",0,0,2,GOLD,630
15571193,Morrison,579,Germany,Male,42,0," $144,386.32 ",1,1,1," $22,497.10 ",1,1,2,SILVER,799
15653521,Onuora,850,Germany,Female,40,7," $104,449.80 ",1,1,1, $747.88 ,0,0,4,PLATINUM,931
15802220,Ikenna,599,Spain,Male,35,6," $137,102.65 ",1,0,0," $76,870.81 ",0,0,1,SILVER,620
15644132,Mancini,724,France,Female,30,9," $142,475.87 ",1,1,1," $107,848.24 ",0,0,3,SILVER,399
15600832,Moss,508,France,Female,43,9, $-   ,1,1,0," $103,726.71 ",0,0,3,DIAMOND,981
15797919,Ting,773,Spain,Male,37,2," $103,195.20 ",2,1,0," $178,268.36 ",0,0,4,SILVER,890
15603743,Tai,526,France,Male,28,1," $112,070.44 ",1,0,1," $126,281.83 ",0,0,4,DIAMOND,486
15579714,Pan,542,France,Female,29,7, $-   ,2,0,1," $196,651.72 ",0,0,3,DIAMOND,761
15634295,Wilson,470,France,Male,35,1," $96,473.59 ",1,0,0," $5,962.30 ",0,0,5,SILVER,752
15786680,Bianchi,805,Spain,Male,37,5, $-   ,2,1,0," $21,928.81 ",0,0,5,PLATINUM,311
15623499,Holman,548,Germany,Male,49,9," $108,437.89 ",1,0,0," $127,022.87 ",1,1,1,GOLD,416
15691823,Obidimkpa,672,France,Male,37,5," $153,195.59 ",1,1,1," $162,763.01 ",0,0,2,PLATINUM,391
15809279,Wallace,773,France,Male,45,8," $96,877.21 ",1,1,1," $113,950.51 ",0,0,4,SILVER,744
15758039,Ash,614,France,Male,44,6, $-   ,2,0,1," $104,930.46 ",0,0,3,GOLD,371
